[2021-04-06 23:37:30,981] {taskinstance.py:851} INFO - Dependencies all met for <TaskInstance: trata_relatorios.popula_relatorios 2021-04-06T23:37:29.625041+00:00 [queued]>
[2021-04-06 23:37:31,021] {taskinstance.py:851} INFO - Dependencies all met for <TaskInstance: trata_relatorios.popula_relatorios 2021-04-06T23:37:29.625041+00:00 [queued]>
[2021-04-06 23:37:31,022] {taskinstance.py:1042} INFO - 
--------------------------------------------------------------------------------
[2021-04-06 23:37:31,022] {taskinstance.py:1043} INFO - Starting attempt 1 of 1
[2021-04-06 23:37:31,023] {taskinstance.py:1044} INFO - 
--------------------------------------------------------------------------------
[2021-04-06 23:37:31,051] {taskinstance.py:1063} INFO - Executing <Task(PythonOperator): popula_relatorios> on 2021-04-06T23:37:29.625041+00:00
[2021-04-06 23:37:31,055] {standard_task_runner.py:52} INFO - Started process 289 to run task
[2021-04-06 23:37:31,065] {standard_task_runner.py:76} INFO - Running: ['airflow', 'tasks', 'run', 'trata_relatorios', 'popula_relatorios', '2021-04-06T23:37:29.625041+00:00', '--job-id', '13', '--pool', 'default_pool', '--raw', '--subdir', 'DAGS_FOLDER/etl_chamados.py', '--cfg-path', '/tmp/tmp6j5cyz8_', '--error-file', '/tmp/tmphizmwv9k']
[2021-04-06 23:37:31,067] {standard_task_runner.py:77} INFO - Job 13: Subtask popula_relatorios
[2021-04-06 23:37:31,162] {logging_mixin.py:104} INFO - Running <TaskInstance: trata_relatorios.popula_relatorios 2021-04-06T23:37:29.625041+00:00 [running]> on host ce03b876977a
[2021-04-06 23:37:31,226] {taskinstance.py:1257} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_EMAIL=clecio.antao@gmail.com
AIRFLOW_CTX_DAG_OWNER=airflow
AIRFLOW_CTX_DAG_ID=trata_relatorios
AIRFLOW_CTX_TASK_ID=popula_relatorios
AIRFLOW_CTX_EXECUTION_DATE=2021-04-06T23:37:29.625041+00:00
AIRFLOW_CTX_DAG_RUN_ID=manual__2021-04-06T23:37:29.625041+00:00
[2021-04-06 23:37:49,251] {logging_mixin.py:104} INFO - Total de linhas:  5000
[2021-04-06 23:37:49,251] {logging_mixin.py:104} INFO - dGVjYmFu#c824e7c720fd9a39112200ed77693a3c5f48fb6a
[2021-04-06 23:37:49,252] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:37:49,252] {logging_mixin.py:104} INFO - Paginas:  100000
[2021-04-06 23:37:49,252] {logging_mixin.py:104} INFO - Contador:  1
[2021-04-06 23:37:49,253] {logging_mixin.py:104} INFO - Linhas:  0
[2021-04-06 23:37:49,253] {logging_mixin.py:104} INFO - Colunas:  33
[2021-04-06 23:38:22,045] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:38:22,046] {logging_mixin.py:104} INFO - Paginas:  100000
[2021-04-06 23:38:22,046] {logging_mixin.py:104} INFO - Contador:  2
[2021-04-06 23:38:22,047] {logging_mixin.py:104} INFO - Linhas:  5000
[2021-04-06 23:38:22,047] {logging_mixin.py:104} INFO - Colunas:  33
[2021-04-06 23:38:53,170] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:38:53,171] {logging_mixin.py:104} INFO - Paginas:  100000
[2021-04-06 23:38:53,172] {logging_mixin.py:104} INFO - Contador:  3
[2021-04-06 23:38:53,172] {logging_mixin.py:104} INFO - Linhas:  10000
[2021-04-06 23:38:53,172] {logging_mixin.py:104} INFO - Colunas:  33
[2021-04-06 23:39:24,149] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:39:24,150] {logging_mixin.py:104} INFO - Paginas:  100000
[2021-04-06 23:39:24,151] {logging_mixin.py:104} INFO - Contador:  4
[2021-04-06 23:39:24,152] {logging_mixin.py:104} INFO - Linhas:  15000
[2021-04-06 23:39:24,152] {logging_mixin.py:104} INFO - Colunas:  33
[2021-04-06 23:39:57,110] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:39:57,111] {logging_mixin.py:104} INFO - Paginas:  100000
[2021-04-06 23:39:57,112] {logging_mixin.py:104} INFO - Contador:  5
[2021-04-06 23:39:57,112] {logging_mixin.py:104} INFO - Linhas:  20000
[2021-04-06 23:39:57,113] {logging_mixin.py:104} INFO - Colunas:  33
[2021-04-06 23:40:31,970] {logging_mixin.py:104} INFO - entrou no laço
[2021-04-06 23:40:31,973] {logging_mixin.py:104} INFO - Paginas:  100000
